cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season,class
11.89,x,d,o,f,a,,y,12.35,26.2,r,,o,,,t,r,n,d,w,p
0.68,x,g,p,f,a,,n,4.29,1.14,,s,k,,,f,f,,d,s,p
3.74,x,,l,f,d,,r,5.84,6.2,,,l,,,f,f,,d,u,e
0.68,x,g,p,f,a,,n,3.85,0.92,,s,k,,,f,f,,d,u,p
3.19,b,d,p,f,a,,y,4.91,5.82,,t,y,,,f,f,,d,u,p
4.55,f,,w,f,x,c,u,6.36,3.63,,,w,,,f,f,,d,u,e
7.18,x,d,e,t,d,c,n,7.93,9.13,,,n,,,f,f,,d,a,p
6.93,x,t,y,t,x,c,y,8.2,16.46,,,w,,,f,f,,d,a,e
3.39,f,d,n,f,x,c,y,4.81,3.06,b,s,n,,,f,f,,l,u,p
10.75,f,,n,t,,,w,11.02,18.17,b,,w,u,w,t,g,,d,u,e
6.87,x,,y,f,a,c,w,6.54,16.25,,,w,,,f,f,,d,a,e
13.09,x,,g,f,e,,w,11.08,16.48,,,w,u,w,t,g,,d,a,p
8.72,s,,r,t,d,,o,5.26,12.14,,,w,,,t,f,,d,u,p
6.73,x,t,n,f,a,d,w,7.11,25.18,,,w,,,f,f,,d,u,p
8.08,b,t,w,f,e,c,w,14.37,15.14,,y,w,u,w,t,e,,d,a,p
2.16,b,,n,f,a,,g,5.54,2.17,,s,n,,,f,f,,d,a,p
2.78,b,y,p,f,e,c,n,4.33,3.5,,k,w,,,t,e,,d,a,p
6.81,b,t,w,f,e,c,w,12.39,12.08,,y,w,u,w,t,l,,d,a,p
3.7,f,l,e,f,x,d,n,4.97,4.74,,,n,,,f,f,,d,a,p
11.37,x,s,y,f,a,d,w,9.62,17.4,,i,n,,,t,,w,d,w,e
6.84,x,,n,t,p,,g,10.33,21.12,,y,w,,,f,f,,d,u,e
0.79,f,,o,f,d,,o,4.65,0.92,,,y,,,f,f,w,g,u,p
13.0,f,t,r,t,d,c,w,4.7,25.28,,,r,,,f,f,,l,u,p
4.37,o,l,n,f,f,f,f,5.69,51.23,,,n,,,f,f,g,d,w,e
12.91,x,t,n,t,p,,y,9.68,24.39,,,n,,,f,f,,d,u,e
8.35,x,d,w,f,s,c,w,6.65,29.24,,,w,,,f,f,,m,u,e
3.62,x,h,e,f,a,c,o,4.1,5.49,,,e,,,f,f,,g,a,e
12.63,x,y,o,f,a,,y,14.91,21.89,r,,y,,,t,r,n,d,w,p
8.03,x,i,n,f,a,c,n,7.81,7.94,,i,n,,k,t,z,k,g,u,p
8.1,x,y,n,f,a,c,n,11.3,12.04,,y,n,,,t,,,d,a,p
9.15,p,,n,f,a,,w,9.06,15.51,,,g,,,f,f,,d,a,e
9.81,f,s,u,f,a,c,w,4.51,15.26,,,w,,,f,f,,d,u,e
2.87,b,d,r,f,a,,y,4.93,5.96,,t,r,,,f,f,,d,u,p
5.95,x,e,e,f,a,,w,7.64,10.09,,,n,,w,t,z,,d,a,p
3.47,x,t,n,f,s,c,p,5.95,8.85,,,w,,n,t,z,,d,a,p
8.61,f,i,n,f,e,c,p,5.03,14.14,,,w,,,t,r,,w,a,e
4.02,b,g,n,f,x,d,w,5.03,3.58,,,y,,,f,f,,g,a,e
3.56,f,,n,f,x,c,p,8.57,4.04,,,n,,,f,f,,l,a,p
3.04,s,d,u,t,d,c,p,4.26,5.14,,,g,,,f,f,,d,u,e
3.27,x,h,o,f,a,c,n,4.45,5.23,,y,n,,,t,z,,d,w,p
5.47,f,y,n,f,s,,y,4.68,8.46,,,w,,,f,f,,d,u,e
1.75,f,t,y,f,,,n,7.34,3.31,,,y,,,f,f,,g,u,p
4.63,x,,y,f,a,c,y,5.12,9.44,,,w,,,f,f,,d,u,e
10.5,x,e,y,t,p,,o,10.57,29.32,,,u,,,f,f,,d,u,p
4.12,b,g,w,f,x,d,w,5.53,3.52,,,y,,,f,f,,g,a,e
1.39,x,,n,f,,,n,5.47,2.76,,s,n,,,f,f,k,g,a,p
4.5,s,k,n,f,p,,n,2.93,4.68,,k,n,,,t,f,,d,u,p
4.34,x,t,n,f,s,c,p,5.49,10.1,,,w,,n,t,z,,d,a,p
11.57,x,e,y,t,p,,e,9.4,34.2,,,e,,,f,f,,d,a,p
10.88,x,t,n,f,a,d,w,9.92,26.59,,,w,,,f,f,,d,a,p
12.84,f,s,y,f,x,,n,8.25,26.65,,,n,,,f,f,,d,w,e
6.77,x,t,n,f,e,,w,13.32,13.01,,s,w,u,w,f,f,,d,a,e
7.39,x,i,n,f,a,c,n,8.58,7.91,,i,n,,k,t,z,k,g,a,p
5.82,p,y,g,f,,,w,9.53,11.25,,s,w,,,t,z,,g,a,p
3.04,x,i,e,f,,,e,4.29,5.63,,,e,,,f,f,n,d,a,p
16.66,x,h,o,f,e,,w,18.73,18.47,s,y,w,u,w,t,p,,d,a,p
7.89,f,y,y,f,s,c,y,5.81,15.88,,y,e,,,f,f,,d,a,p
0.84,b,g,w,f,,,g,2.39,1.18,,,w,,,f,f,,d,a,e
1.46,x,g,n,f,d,d,n,1.84,2.52,,s,n,,,f,f,,d,a,p
5.66,x,k,n,f,a,c,y,5.95,6.59,,i,y,,,t,,,d,a,p
4.76,x,h,n,f,a,c,n,4.55,6.74,,y,n,,,t,z,,d,w,p
13.53,f,t,r,t,d,c,n,6.19,16.4,,,n,,,f,f,,d,a,p
3.06,s,w,o,t,d,c,n,3.16,6.17,,,n,,,f,f,,d,a,p
3.4,s,w,n,t,d,c,n,4.26,6.67,,,n,,,f,f,,d,u,p
1.82,f,t,r,f,a,,r,4.27,4.01,,t,r,,,f,f,,m,a,p
6.69,x,y,n,f,e,c,p,5.27,10.85,,y,n,,,f,f,,d,u,e
9.97,f,,w,f,x,c,w,9.43,12.6,r,i,w,,,f,f,,h,u,p
15.42,f,g,o,f,e,,w,18.34,18.24,s,y,w,u,w,t,g,,d,u,p
4.0,s,k,n,f,p,,n,2.9,4.19,,k,n,,,t,f,,d,u,p
1.82,p,t,n,f,a,c,g,7.72,2.59,,t,y,,,t,e,,m,s,p
10.86,x,t,r,t,d,c,n,5.93,12.77,,,n,,,f,f,,d,u,p
4.11,b,y,n,f,,c,w,6.57,4.62,s,s,w,,,f,f,,d,u,p
5.23,f,k,n,f,p,,n,3.41,5.14,,k,n,,,t,f,,d,u,p
3.3,f,d,u,t,d,c,p,4.72,5.8,,,g,,,f,f,,d,a,e
6.94,x,s,r,t,s,d,r,5.24,16.81,r,y,w,,,f,f,,d,u,p
0.63,x,,o,f,d,,o,4.4,0.96,,,o,,,f,f,w,g,a,p
8.35,x,,g,t,p,,g,12.43,25.04,,y,w,,,f,f,,d,a,e
6.49,p,y,w,f,e,c,n,5.06,12.83,,,w,,w,t,e,,g,a,e
3.48,o,,g,f,f,f,f,3.81,15.39,,g,n,,,f,f,,d,u,p
6.48,s,d,e,t,d,c,n,6.88,8.83,,,n,,,f,f,,d,a,p
1.93,b,,n,f,a,,g,4.81,1.88,,s,n,,,f,f,,d,a,p
0.73,x,g,n,f,a,,p,3.93,0.92,,s,k,,,f,f,,d,u,p
10.64,s,t,w,t,d,c,o,5.88,17.74,,,w,,,f,f,,d,u,e
3.67,x,y,n,f,a,,w,5.42,3.68,,y,n,,,t,r,,h,a,p
7.36,x,l,w,f,d,,p,3.55,9.9,,,w,,,f,f,,g,u,e
0.68,p,g,g,f,,,g,2.93,1.32,,,w,,,f,f,,d,w,e
11.73,x,h,n,t,p,,y,9.84,29.14,c,,y,,,f,f,,d,a,p
1.86,b,,n,f,a,,g,5.0,1.89,,s,g,,,f,f,,d,a,p
8.97,s,,n,f,,,w,4.44,23.13,,,n,,,f,f,,d,a,e
1.53,x,t,y,f,a,,w,5.85,2.22,,t,y,,,f,f,,d,a,e
4.19,x,t,n,f,a,c,n,5.46,7.26,,y,o,,,t,z,,d,a,p
3.81,f,,u,f,a,,w,4.63,8.17,,,y,,,f,f,,d,a,p
14.85,x,d,e,f,p,,n,17.65,36.5,s,y,w,,,f,f,,d,u,e
0.91,b,t,n,f,,c,g,3.03,2.29,,,n,,,t,f,,g,u,p
1.88,b,,n,f,a,,g,5.13,2.01,,s,n,,,f,f,,d,u,p
7.24,x,s,n,t,s,d,r,6.43,16.5,r,y,w,,,f,f,,d,u,p
2.77,x,,b,f,,d,u,7.37,4.82,,,w,,,f,f,,d,u,e
11.16,x,e,y,f,x,c,w,7.74,26.54,,,w,,,f,f,,d,a,e
8.12,b,t,w,f,e,c,w,13.23,13.65,,y,w,u,w,t,e,,d,a,p
7.09,x,d,e,t,p,,r,6.04,13.44,,,e,,,f,f,,d,u,e
5.47,b,h,k,f,s,d,w,3.98,9.02,,s,g,,,f,f,,d,u,e
4.09,x,s,n,f,p,,n,5.09,11.41,,,n,,,f,f,,d,u,e
19.74,s,s,k,f,a,d,k,5.56,21.16,,,w,,,f,f,w,d,a,e
18.88,p,t,n,f,p,,y,12.39,54.96,,,n,,,f,f,,d,u,e
1.64,f,w,n,f,,d,g,5.54,2.65,,,w,,,f,f,,d,s,e
4.32,x,d,b,f,d,d,b,5.45,12.53,,,w,,,f,f,,g,w,e
3.27,x,i,e,f,,,e,5.67,6.27,,,e,,,f,f,n,d,a,p
9.59,s,t,p,t,d,c,p,7.84,14.76,,,p,,,t,f,,d,u,p
8.62,x,,n,f,a,,w,8.48,16.91,,,g,,,f,f,,d,u,e
6.75,x,h,n,f,x,c,n,6.53,6.67,,s,n,,,t,r,,d,w,e
3.87,s,k,n,f,p,,n,2.8,4.48,,k,n,,,t,f,,d,u,p
12.08,s,t,n,t,d,c,n,7.65,19.29,,,n,,,f,f,,h,u,p
5.59,x,d,n,t,d,c,n,6.47,7.24,,,n,,,f,f,,d,a,p
13.34,o,,n,f,f,f,f,4.32,26.75,,g,n,,,f,f,,d,s,p
3.33,o,,w,f,f,f,f,4.41,24.26,,g,w,,,t,f,,d,u,p
3.41,f,w,u,f,a,c,g,6.02,5.85,,s,u,,,f,f,,l,u,p
4.52,f,l,e,f,x,d,n,5.88,4.8,,,n,,,f,f,,l,a,p
6.21,p,y,g,f,,,w,12.97,13.2,,s,w,,,t,z,,d,u,p
3.39,f,t,y,f,a,,r,5.63,7.05,,t,y,,,f,f,,m,u,p
6.61,f,,n,f,d,c,y,6.54,10.49,b,,n,,,f,f,,l,a,p
15.71,x,e,n,t,e,,w,9.78,17.75,,,w,,,t,,,g,a,e
7.51,x,s,k,f,a,c,w,3.7,13.47,,,w,,,f,f,,d,a,e
14.25,x,e,l,f,x,c,w,7.84,23.58,,,w,,,f,f,,d,u,e
12.69,s,,w,t,d,c,y,6.95,25.72,,,w,,,f,f,,d,a,e
20.87,f,d,k,f,p,,y,4.87,33.64,,,n,,,f,f,,d,w,p
19.23,x,w,n,f,p,,w,16.4,69.77,,,n,,,f,f,,d,u,e
8.01,x,t,n,f,p,d,y,8.33,12.15,,s,n,,,f,f,,g,u,e
8.57,x,h,r,f,,c,w,11.4,16.91,,,w,u,w,t,p,,d,u,p
6.32,s,w,y,f,f,f,f,5.53,14.33,,,y,,,f,f,,d,u,e
2.46,x,g,e,f,a,,w,5.67,2.16,,,n,,,f,f,,d,a,p
4.56,x,k,w,f,s,,p,5.0,4.0,,,n,,,f,f,p,g,a,p
7.15,f,y,e,f,,,w,6.37,22.73,b,,n,,w,t,e,,d,a,e
4.4,x,w,y,f,f,f,f,3.77,9.56,,,y,,,f,f,,d,a,e
3.9,f,t,n,f,d,,o,6.35,8.64,,t,o,,,f,f,,d,a,e
6.9,f,s,o,f,s,,n,7.56,11.02,,t,n,,,f,f,,d,a,e
12.89,f,,g,f,e,,w,11.34,15.75,,,w,u,w,t,e,,d,a,p
7.59,x,h,y,f,p,,y,8.18,15.8,,,y,,y,t,,,d,u,e
22.53,x,s,n,f,p,,y,5.16,38.4,,,n,,,f,f,,d,w,p
3.67,f,s,g,f,d,c,w,3.66,9.03,,,w,,,f,f,,g,u,p
3.67,x,h,n,f,,c,k,5.76,6.16,,s,w,,w,f,f,k,d,u,e
10.44,x,,n,t,,,w,12.58,16.69,b,,w,u,w,t,g,,d,a,e
9.27,f,,w,f,x,c,w,10.93,11.62,r,i,w,,,f,f,,h,u,p
1.38,c,g,n,f,a,,g,4.68,1.32,,,g,,,f,f,,l,u,e
4.88,s,k,y,f,p,,n,2.91,4.22,,k,n,,,t,f,,d,u,p
13.8,x,e,l,f,x,c,w,7.99,22.31,,,w,,,f,f,,d,a,e
6.69,x,e,e,f,a,,n,8.4,10.51,,,e,,w,t,z,,d,a,p
7.9,x,t,n,f,p,d,y,6.63,12.82,,s,n,,,f,f,,d,u,e
3.95,x,i,e,f,,,e,4.34,5.93,,,e,,,f,f,n,d,a,p
10.53,x,e,n,t,p,,e,9.04,28.9,,,u,,,f,f,,d,u,p
5.8,b,i,o,f,e,,k,9.01,8.57,,,o,,,f,f,,m,a,p
16.79,x,g,e,f,e,,w,17.98,16.76,s,y,w,u,w,t,g,,d,a,p
8.95,x,y,n,f,a,c,n,12.34,11.29,,y,y,,,t,,,d,u,p
7.6,x,t,y,f,p,,y,6.31,12.67,,,y,,y,t,,,d,u,e
15.07,s,t,r,t,d,c,n,4.75,23.68,,,n,,,f,f,,g,u,p
0.61,f,,o,f,d,,o,5.3,1.02,,,o,,,f,f,w,g,u,p
11.76,x,s,n,f,x,,n,6.08,21.79,,,p,,,f,f,,d,a,e
44.01,o,y,y,f,p,,y,5.0,30.7,,k,n,,,f,f,,d,u,e
7.62,s,t,o,t,d,c,o,5.69,16.33,,,w,,,f,f,,d,u,e
6.18,x,,y,f,a,c,w,6.17,16.12,,,w,,,f,f,,d,a,e
3.39,x,d,o,f,a,c,o,4.86,6.86,,,e,,,f,f,,g,a,e
1.78,p,t,n,f,a,c,g,6.94,2.58,,t,y,,,t,e,,m,a,p
10.12,s,t,p,t,d,c,o,6.3,17.0,,,w,,,f,f,,d,a,e
1.03,x,g,n,t,a,,p,6.3,1.06,,,n,,,f,f,,d,a,e
9.24,x,s,u,f,a,c,w,4.94,16.87,,,w,,,f,f,,d,u,e
6.54,x,s,u,f,a,c,w,4.08,14.79,,,w,,,f,f,,d,u,e
7.17,x,d,e,t,d,c,n,6.37,8.75,,,e,,,f,f,,d,a,p
4.03,b,y,e,f,e,c,w,5.43,3.56,,k,w,,,t,e,,m,u,p
3.7,f,s,w,f,d,d,w,3.91,7.01,,,w,,,f,f,,g,a,e
4.68,x,s,y,f,a,c,y,6.16,7.51,,g,o,,,f,f,,g,a,p
4.12,f,t,o,f,a,d,y,5.11,4.92,,k,o,,,f,f,,d,a,e
3.64,b,g,n,f,x,d,w,4.33,3.22,,,y,,,f,f,,g,u,e
6.61,x,s,r,t,s,d,w,4.89,15.09,r,i,w,,,f,f,,d,a,p
2.46,x,y,o,f,d,,y,3.12,6.01,,,o,,,f,f,,h,a,p
5.17,c,k,y,t,x,c,r,3.84,12.34,,,w,,,f,f,,g,a,p
2.3,x,g,n,f,a,,w,8.19,2.59,,,n,,,f,f,,d,a,p
12.2,x,s,w,t,e,,n,11.74,17.64,s,,w,,,t,l,,m,a,e
2.89,b,t,p,f,a,,r,4.9,6.06,,t,y,,,f,f,,m,a,p
3.32,b,y,p,f,e,c,n,4.64,3.27,,k,w,,,t,e,,d,a,p
3.67,s,,u,f,a,,w,4.24,7.06,,,y,,,f,f,,d,u,p
10.38,s,t,w,t,d,c,o,6.36,17.43,,,w,,,f,f,,d,u,e
2.88,x,s,w,f,d,d,w,2.24,4.92,,,w,,,f,f,,m,a,e
8.08,p,g,n,f,e,,w,7.99,14.06,,y,w,u,w,t,p,,d,u,p
11.09,f,e,b,f,,c,b,5.04,22.08,,,w,,,t,f,,d,a,e
8.0,x,y,y,f,a,c,n,9.75,11.09,,y,y,,,t,,,d,a,p
11.18,f,,g,f,s,c,b,6.92,18.21,,,u,,,f,f,,d,a,e
0.88,p,g,g,f,,,g,2.6,1.46,,,w,,,f,f,,d,u,e
9.28,s,t,p,t,d,c,p,7.55,12.54,,,p,,,t,f,,d,a,p
11.2,o,,n,f,f,f,f,3.81,25.88,,g,n,,,f,f,,d,u,p
3.31,f,k,n,f,s,,p,4.12,2.98,,,n,,,f,f,p,g,u,p
3.21,x,i,e,f,,,e,4.66,4.72,,,e,,,f,f,n,d,a,p
19.82,x,d,n,f,p,,n,16.97,36.55,s,y,w,,,f,f,,d,u,e
1.41,x,w,g,f,,d,k,4.99,2.48,,,w,,,f,f,,d,u,e
5.55,s,d,n,t,d,c,y,4.15,7.22,,,n,,,f,f,,d,u,p
3.07,x,,b,f,,d,u,6.4,4.29,,,w,,,f,f,,d,a,e
4.35,x,,w,f,x,c,n,6.66,4.16,,,w,,,f,f,,d,u,e
8.24,f,h,r,f,,c,w,10.88,14.34,,,w,u,w,t,p,,d,u,p
7.82,p,,n,f,a,,w,7.05,14.34,,,w,,,f,f,,d,a,e
4.39,x,,p,f,,c,r,3.25,12.91,,,y,,,f,f,,d,a,p
7.0,x,e,e,f,a,,y,8.19,10.69,,,n,,w,t,z,,d,a,p
2.33,b,,n,f,a,,g,5.89,2.38,,s,g,,,f,f,,d,a,p
10.88,s,,n,f,s,c,p,8.3,22.16,b,,u,,,f,f,,g,w,e
14.36,x,t,n,f,a,d,y,5.45,17.59,,,w,,,f,f,w,d,u,e
8.18,x,h,n,f,p,d,y,7.3,11.95,,s,n,,,f,f,,h,u,e
5.78,x,s,n,f,s,,g,5.01,7.61,,y,n,,,f,f,,d,w,p
8.21,s,,y,f,a,c,w,6.38,14.03,,,g,,,f,f,,d,u,e
3.6,b,y,n,f,,c,w,5.42,4.25,s,s,w,,,f,f,,d,a,p
16.51,x,s,n,f,a,d,y,6.84,19.16,,,w,,,f,f,w,d,u,e
8.37,f,h,r,f,,c,w,11.4,15.08,,,w,u,w,t,g,,d,a,p
5.69,f,d,n,f,a,c,y,5.56,6.19,,i,y,,,t,,,d,a,p
3.26,f,d,b,f,x,c,y,4.24,2.59,b,i,n,,,f,f,,l,u,p
7.26,f,,y,f,x,c,y,6.03,10.86,,,w,,,f,f,,d,u,p
0.68,x,g,o,f,,,y,3.52,0.72,,,w,,,f,f,,d,a,p
6.27,x,,g,f,d,c,y,4.96,8.95,b,,n,,,f,f,,l,a,p
3.09,f,d,n,f,x,c,w,4.53,2.58,b,s,n,,,f,f,,d,a,p
4.13,o,,n,f,f,f,f,4.04,18.29,,,n,,,f,f,,l,s,e
12.79,x,e,n,f,a,c,w,8.07,27.47,s,,w,,,f,f,,d,a,e
8.99,f,e,b,f,,c,b,5.06,20.29,,,w,,,t,f,,d,a,e
10.99,s,,n,f,s,c,u,7.67,19.53,,,b,,,f,f,,l,w,e
3.99,f,t,n,f,d,,o,6.19,8.04,,t,o,,,f,f,,d,w,e
6.0,x,s,k,f,e,,y,8.32,7.58,,,o,,,f,f,,g,u,p
1.84,b,d,r,f,a,,y,4.36,5.0,,t,r,,,f,f,,m,a,p
9.9,f,y,y,f,,,w,6.0,25.24,b,,n,,w,t,e,,d,a,e
4.47,f,l,n,f,x,d,y,5.63,5.16,,,n,,,f,f,,l,a,p
11.38,x,,n,t,,,w,10.8,18.9,b,,w,u,w,t,g,,d,u,e
6.11,s,d,o,f,d,c,y,2.99,5.75,,,y,,,f,f,,d,a,p
9.5,x,y,n,f,a,c,n,11.31,11.56,,y,n,,,t,,,d,a,p
1.11,x,g,w,f,a,d,w,3.24,1.49,,,n,,,f,f,,l,u,p
2.23,b,g,w,f,,c,n,6.53,3.14,,,n,,,f,f,,m,a,p
3.6,o,,k,f,f,f,f,3.72,19.13,,g,n,,,f,f,,d,a,p
3.06,b,w,u,f,a,c,u,6.36,5.18,,s,u,,,f,f,,l,u,p
5.87,x,t,y,f,p,,y,7.28,14.03,,,y,,y,t,,,d,a,e
19.37,p,y,n,f,,,w,19.32,19.79,s,,n,,,t,m,,m,a,e
0.74,x,g,e,f,a,,p,4.06,1.05,,h,k,,,f,f,,d,s,p
4.5,o,l,n,f,f,f,f,6.95,53.56,,,n,,,f,f,g,l,u,e
10.38,x,t,n,f,a,d,w,10.41,29.84,,,w,,,f,f,,d,u,p
8.54,x,e,n,f,a,,n,11.13,15.23,s,,n,,e,f,f,,d,a,p
11.17,f,y,n,f,,,w,6.45,25.21,b,,n,,w,t,e,,d,w,e
7.42,p,g,n,f,e,,w,7.82,16.31,,y,w,u,w,t,p,,d,u,p
4.48,f,k,y,f,p,,n,2.58,4.62,,k,n,,,t,f,,d,u,p
8.89,s,t,r,t,d,,w,4.83,12.74,,t,g,,,f,f,,d,a,p
7.48,f,w,p,f,s,c,p,5.11,11.07,,,p,,,f,f,,d,a,p
5.17,o,,w,f,f,f,f,5.13,28.3,,g,w,,,t,f,,d,u,p
6.65,x,t,y,t,x,c,y,8.91,15.73,,,w,,,f,f,,d,a,e
3.83,o,l,n,f,f,f,f,6.95,43.63,,,n,,,f,f,g,d,u,e
16.14,f,k,w,t,d,d,n,6.78,28.97,,,w,,,f,f,,d,w,p
8.2,o,,n,f,,,w,5.78,25.57,,,n,,,f,f,,d,a,e
8.61,x,t,y,f,p,,y,5.37,13.43,,,y,,y,t,,,d,a,e
8.04,x,y,n,f,a,c,n,9.72,9.61,,y,n,,,t,,,d,u,p
3.8,x,d,o,f,a,c,e,4.68,6.22,,,e,,,f,f,,g,a,e
0.62,x,g,e,f,a,,p,3.49,0.84,,s,k,,,f,f,,d,s,p
6.12,x,h,y,f,p,,y,6.09,14.13,,,y,,y,t,,,d,a,e
8.78,f,y,w,f,e,c,p,19.07,12.83,,s,w,,,t,e,,g,s,e
3.14,f,h,n,f,,c,n,5.96,6.15,,s,w,,w,f,f,k,d,u,e
6.63,s,,n,f,,,w,2.88,20.01,,,n,,,f,f,,d,u,e
3.33,b,y,n,f,,c,k,6.19,2.71,,,w,,,f,f,,d,w,e
7.93,f,y,w,f,e,c,k,18.78,12.52,,s,w,,,t,e,,d,w,e
9.74,x,y,w,t,,,n,9.76,16.63,s,,w,,,t,l,,d,a,p
3.05,o,l,g,f,f,f,f,0.0,0.0,f,f,f,,,f,f,,d,u,p
7.86,x,d,n,t,p,,y,6.84,12.51,,,e,,,f,f,,d,u,e
9.23,x,,g,t,p,,g,11.6,25.25,,y,w,,,f,f,,d,u,e
3.86,f,d,p,t,d,c,p,4.88,6.84,,,g,,,f,f,,d,a,e
7.61,x,h,y,f,p,,y,6.99,14.1,,,y,,y,t,,,d,u,e
0.78,x,g,n,f,a,,p,4.26,1.01,,h,k,,,f,f,,d,s,p
7.09,x,y,n,f,a,c,n,13.12,14.08,,y,n,,,t,,,d,u,p
14.41,p,y,w,f,,,w,23.56,19.17,s,,n,,,t,m,,d,u,e
8.24,x,,w,f,e,,w,6.78,13.73,b,,w,u,w,t,g,,d,u,e
5.99,c,i,y,f,,c,r,7.16,9.14,,,w,,,f,f,,d,a,p
10.91,x,,n,t,,,w,12.11,17.8,b,,w,u,w,t,g,,d,u,e
6.61,x,h,n,f,e,,w,12.91,12.54,,s,w,u,w,f,f,,d,a,e
1.53,b,,g,f,a,,g,5.43,2.18,,s,n,,,f,f,,d,a,p
2.81,x,s,w,f,d,c,w,2.53,6.75,,,w,,,f,f,,g,a,p
12.48,s,,w,t,d,c,w,5.96,25.78,,,w,,,f,f,,d,u,e
3.39,f,d,p,t,d,c,p,4.66,5.96,,,n,,,f,f,,d,a,e
6.86,f,y,u,f,s,c,y,7.14,15.46,,y,u,,,f,f,,d,a,p
4.42,f,t,n,f,d,,o,6.37,8.02,,t,w,,,f,f,,d,w,e
3.68,f,g,g,f,a,d,g,6.23,3.52,,s,n,,,f,f,,d,u,e
7.49,x,t,e,f,x,d,w,5.49,17.41,b,,w,,,f,f,,d,u,p
4.22,f,k,n,f,p,,n,2.94,5.41,,k,n,,,t,f,,d,u,p
3.83,b,w,u,f,a,c,g,5.82,6.12,,s,u,,,f,f,,l,a,p
4.28,x,,y,f,x,c,u,6.18,3.81,,,w,,,f,f,,d,u,e
4.29,f,,n,f,x,c,p,9.3,4.88,,,p,,,f,f,,d,a,p
7.68,f,t,y,f,x,c,y,5.52,17.64,,,y,,,f,f,,d,a,p
1.46,c,g,n,f,a,,g,5.05,1.43,,,g,,,f,f,,d,a,e
3.72,x,s,w,f,d,d,w,4.12,6.17,,,w,,,f,f,,g,a,e
7.75,x,h,n,f,p,d,y,7.81,12.3,,s,n,,,f,f,,g,a,e
2.07,c,h,n,f,,,y,7.13,2.93,,,y,,,f,f,,g,u,p
9.79,x,h,n,t,p,,y,7.15,17.7,,,n,,w,t,p,,d,u,e
5.06,x,,y,f,e,,w,5.82,11.55,b,,y,u,y,t,g,,d,a,e
3.18,b,,k,f,a,,k,9.51,2.66,,,n,,w,f,f,k,g,u,p
4.32,x,,p,f,,c,w,3.47,11.73,,,y,,,f,f,,d,a,p
8.22,x,i,y,f,a,c,n,8.88,7.82,,i,n,,k,t,z,k,d,u,p
17.19,f,y,w,f,,,w,26.0,20.85,s,,n,,,t,m,,m,u,e
8.66,f,,n,f,x,c,w,9.53,11.35,r,i,w,,,f,f,,h,a,p
8.21,f,,p,f,x,c,w,6.25,17.23,,s,w,,,f,f,,d,a,e
1.31,f,w,n,f,,d,k,4.96,2.33,,,w,,,f,f,,g,s,e
4.53,x,,n,f,x,c,n,8.21,9.73,b,,w,,w,t,,,g,a,e
13.77,x,h,y,f,s,,p,6.91,17.59,,i,n,,,f,f,,d,a,p
16.23,s,k,w,t,d,d,n,7.05,24.62,,,w,,,f,f,,d,w,p
8.14,p,y,w,f,,,k,17.86,18.54,,,w,,,f,f,,d,a,p
5.0,f,t,o,f,a,d,w,7.19,5.54,,k,o,,,f,f,,d,w,e
2.02,b,,g,f,a,,g,5.6,2.15,,s,n,,,f,f,,d,u,p
8.64,f,,e,f,x,c,w,6.71,17.66,,s,w,,,f,f,,d,a,e
4.58,o,k,r,f,,c,o,1.29,11.5,,,n,,,f,f,,d,w,p
7.43,f,g,o,f,s,,y,10.17,13.86,,t,n,,,f,f,,d,a,e
3.61,b,t,n,f,,,k,6.88,4.97,,,w,,,t,,k,g,a,p
3.26,s,w,u,f,a,c,u,5.01,4.31,,s,u,,,f,f,,d,u,p
6.14,c,i,y,f,,c,r,7.19,8.87,,,w,,,f,f,,d,a,p
8.18,f,h,o,f,s,,n,9.47,13.28,,i,o,,,f,f,,d,a,e
14.29,f,t,n,t,d,c,n,6.84,13.4,,,n,,,f,f,,d,u,p
20.12,x,s,n,t,p,,y,10.56,37.76,c,,y,,,f,f,,d,a,p
10.25,x,y,n,t,e,,p,8.88,17.58,,y,w,,,t,p,,l,a,e
13.91,x,,n,f,e,,w,11.05,13.91,,,w,u,w,t,e,,d,u,p
5.79,x,t,y,t,x,c,y,8.29,16.42,,,w,,,f,f,,d,u,e
4.98,b,g,n,f,a,d,g,5.22,3.89,,s,g,,,f,f,,d,u,e
5.75,p,s,g,f,,,w,10.04,12.94,,s,w,,,t,z,,d,a,p
7.8,f,,n,f,s,c,p,5.52,18.09,b,,u,,,f,f,,d,a,e
8.7,x,h,r,f,,c,w,11.31,15.79,,,w,u,w,t,g,,d,u,p
7.37,x,d,n,t,d,c,w,7.11,8.23,,,e,,,f,f,,d,a,p
4.96,s,l,n,f,f,f,f,7.59,53.48,,,n,,,f,f,g,l,a,e
8.04,s,,o,t,d,,o,4.57,12.49,,,w,,,t,f,,d,a,p
4.85,f,s,w,f,e,c,n,5.01,12.85,,,w,,w,t,e,,g,a,e
5.97,x,,y,f,s,d,y,5.0,10.85,,i,y,,,f,f,,d,a,p
4.84,x,,y,f,a,c,y,3.59,10.04,,,w,,,f,f,,d,a,e
